,MS SubClass,MS Zoning,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition,Bldg Type,Overall Qual,Exter Qual,Bsmt Qual,BsmtFin Type 1,Total Bsmt SF,Heating QC,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Kitchen Qual,TotRms AbvGrd,Garage Area,Paved Drive,Sale Type,SalePrice,tot_baths,tot_bed_bath,tot_liv_area
131,60,RL,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,5,3,3.0,Unf,676.0,Ex,1352,0.0,1.0,4,7,720.0,Y,WD ,149000,2.0,6.0,2028.0
132,160,RL,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Twnhs,6,3,4.0,ALQ,855.0,TA,1456,0.0,0.0,3,6,440.0,Y,WD ,137900,2.5,5.5,2311.0
133,120,RL,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,TwnhsE,8,4,4.0,GLQ,1719.0,Ex,1719,2.0,0.0,4,6,473.0,Y,Con,324000,1.5,2.5,3438.0
134,30,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,5,3,3.0,Rec,864.0,TA,864,1.0,0.0,3,5,0.0,Y,WD ,98000,1.0,3.0,1728.0
135,160,RM,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Twnhs,6,3,3.0,LwQ,483.0,TA,987,0.0,1.0,3,5,264.0,Y,WD ,103400,1.5,3.5,1470.0
136,50,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Street,1Fam,5,3,3.0,Unf,780.0,Gd,1020,0.0,0.0,3,6,0.0,N,WD ,94000,1.0,3.0,1800.0
137,120,RL,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Twnhs,8,4,4.0,GLQ,1554.0,Ex,1554,0.0,0.0,4,6,627.0,Y,WD ,209500,2.0,4.0,3108.0
138,60,RL,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,1Fam,10,5,5.0,Unf,1528.0,Ex,3390,0.0,0.0,5,10,758.0,Y,New,545224,3.5,8.5,4918.0
139,70,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,6,4,3.0,Unf,780.0,Ex,1560,0.0,0.0,4,7,0.0,N,WD ,159900,1.5,4.5,2340.0
140,20,RL,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,4,3,3.0,LwQ,864.0,Ex,864,0.0,0.0,3,4,400.0,Y,WD ,141000,1.0,3.0,1728.0
141,60,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,6,3,4.0,ALQ,982.0,Ex,1889,0.0,0.0,3,9,431.0,Y,WD ,215000,2.5,5.5,2871.0
142,20,RL,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,1Fam,5,3,3.0,ALQ,1040.0,Ex,1040,1.0,0.0,3,6,260.0,Y,WD ,127000,1.5,4.5,2080.0
143,20,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,5,3,3.0,BLQ,1172.0,TA,1172,1.0,0.0,3,5,366.0,Y,WD ,128000,1.0,4.0,2344.0
144,20,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,8,4,5.0,GLQ,1642.0,Ex,1418,1.0,0.0,4,6,852.0,Y,New,267916,1.5,2.5,3060.0
145,50,RM,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,6,3,3.0,LwQ,884.0,TA,1367,0.0,0.0,3,6,560.0,Y,WD ,127500,1.0,4.0,2251.0
146,85,RL,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,7,4,0.0,Na,0.0,Ex,1922,0.0,0.0,4,7,672.0,Y,ConLD,198500,3.0,7.0,1922.0
147,20,RL,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,6,3,4.0,GLQ,1422.0,TA,1422,0.0,0.0,4,7,576.0,Y,WD ,175500,2.0,5.0,2844.0
148,60,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,7,4,4.0,GLQ,985.0,Ex,1842,1.0,0.0,4,7,486.0,Y,WD ,217500,2.5,5.5,2827.0
149,50,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,4,3,3.0,Unf,888.0,Ex,1962,0.0,0.0,3,9,572.0,Y,WD ,149500,1.5,5.5,2850.0
150,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,4,3.0,BLQ,864.0,Ex,1120,0.0,1.0,3,5,656.0,Y,WD ,148800,1.0,4.0,1984.0
151,60,RL,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,1Fam,9,4,5.0,GLQ,1992.0,Ex,2868,0.0,0.0,5,11,716.0,Y,New,556581,3.5,7.5,4860.0
152,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,6,3,3.0,ALQ,1478.0,Gd,1478,1.0,0.0,3,6,442.0,Y,WD ,156500,1.5,4.5,2956.0
153,60,RL,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,7,4,4.0,GLQ,930.0,Ex,1995,1.0,0.0,4,8,610.0,Y,WD ,237000,2.5,6.5,2925.0
154,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,BLQ,912.0,Fa,912,0.0,1.0,3,5,297.0,Y,WD ,120000,1.0,3.0,1824.0
155,20,RL,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,6,3,4.0,GLQ,1326.0,Ex,1326,1.0,0.0,4,6,388.0,Y,WD ,203000,2.0,5.0,2652.0
156,120,RL,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,TwnhsE,8,3,4.0,Unf,1191.0,TA,1204,0.0,0.0,3,5,461.0,Y,WD ,130000,2.0,4.0,2395.0
157,60,RL,Lvl,AllPub,Inside,Mod,NAmes,Norm,1Fam,6,3,3.0,GLQ,780.0,TA,1611,1.0,0.0,3,7,442.0,Y,WD ,167900,1.5,5.5,2391.0
158,190,RL,Lvl,AllPub,Inside,Gtl,BrkSide,RRA,2fmCon,4,3,3.0,ALQ,960.0,TA,960,1.0,0.0,3,6,576.0,Y,WD ,129000,1.0,4.0,1920.0
159,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,BLQ,1070.0,TA,1236,0.0,1.0,4,6,447.0,Y,WD ,134450,1.0,3.0,2306.0
160,30,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,5,3,3.0,Unf,816.0,Ex,1416,0.0,0.0,4,7,576.0,N,WD ,112000,2.0,5.0,2232.0
161,60,RL,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,7,4,4.0,GLQ,929.0,Ex,1873,1.0,0.0,4,7,619.0,Y,WD ,207000,2.5,5.5,2802.0
162,90,RM,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Duplex,5,3,3.0,Unf,1040.0,TA,2128,0.0,0.0,3,11,0.0,Y,WD ,62500,2.0,6.0,3168.0
163,160,RL,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Twnhs,7,4,4.0,GLQ,764.0,Ex,1626,1.0,0.0,4,6,474.0,Y,WD ,154000,2.5,4.5,2390.0
164,20,RL,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,5,3,3.0,GLQ,816.0,TA,816,1.0,0.0,3,5,308.0,Y,WD ,129900,1.0,3.0,1632.0
165,160,RM,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,TwnhsE,5,3,4.0,Rec,536.0,TA,1112,0.0,0.0,3,4,336.0,Y,WD ,85000,1.5,4.5,1648.0
166,50,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,7,3,3.0,Unf,572.0,TA,1111,0.0,0.0,3,5,288.0,Y,WD ,116900,1.0,3.0,1683.0
167,160,RL,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Twnhs,6,3,3.0,ALQ,855.0,TA,1441,0.0,0.0,3,7,440.0,Y,WD ,148500,2.5,5.5,2296.0
168,190,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,2fmCon,4,3,4.0,BLQ,672.0,Fa,924,1.0,0.0,2,5,280.0,Y,WD ,80000,1.0,3.0,1596.0
169,85,RL,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,1Fam,5,3,4.0,LwQ,1060.0,TA,1126,1.0,0.0,3,5,506.0,Y,WD ,152000,1.0,3.0,2186.0
170,20,RL,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,5,3,2.0,Unf,381.0,Ex,992,0.0,0.0,3,6,319.0,Y,Oth,155891,1.0,4.0,1373.0
171,50,RL,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,6,3,3.0,Unf,768.0,Ex,1376,0.0,0.0,4,7,576.0,P,WD ,165000,1.0,4.0,2144.0
172,20,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,7,4,4.0,Unf,1218.0,Ex,1218,0.0,0.0,4,4,676.0,Y,New,204500,2.0,4.0,2436.0
173,70,RL,Lvl,AllPub,Inside,Gtl,NAmes,Street,1Fam,5,3,3.0,LwQ,728.0,Ex,1644,0.0,0.0,4,7,312.0,Y,WD ,146500,1.5,4.5,2372.0
174,20,RL,Lvl,AllPub,Inside,Gtl,NWAmes,RRA,1Fam,7,3,4.0,ALQ,1271.0,TA,1601,0.0,0.0,3,7,478.0,Y,COD,157000,2.0,5.0,2872.0
175,70,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,7,3,3.0,Unf,1313.0,Gd,2495,0.0,0.0,3,10,342.0,Y,WD ,184000,2.0,7.0,3808.0
176,60,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,6,4,4.0,GLQ,783.0,Ex,1509,1.0,0.0,4,7,393.0,Y,WD ,183200,2.5,5.5,2292.0
177,20,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,5,3,3.0,LwQ,1092.0,TA,1092,0.0,1.0,3,6,288.0,Y,WD ,139000,1.0,4.0,2184.0
178,60,RL,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,7,4,4.0,GLQ,1311.0,Ex,2418,1.0,0.0,4,9,983.0,Y,WD ,341000,2.5,5.5,3729.0
179,160,RM,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Twnhs,6,3,3.0,Rec,483.0,TA,987,0.0,0.0,3,5,264.0,Y,COD,96000,1.5,3.5,1470.0
180,20,RM,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,4,3,4.0,Unf,1121.0,Ex,1121,0.0,0.0,3,5,440.0,Y,WD ,140000,2.0,4.0,2242.0
181,20,RM,Lvl,AllPub,Inside,Gtl,OldTown,Street,1Fam,6,3,3.0,GLQ,912.0,TA,1236,1.0,0.0,3,6,923.0,Y,WD ,149700,1.0,3.0,2148.0
182,20,RL,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,5,3,4.0,ALQ,1056.0,Ex,1074,1.0,0.0,3,6,495.0,Y,WD ,153500,1.5,4.5,2130.0
183,20,A (agr),Low,AllPub,Inside,Mod,IDOTRR,Norm,1Fam,1,2,0.0,Na,0.0,Po,733,0.0,0.0,2,4,487.0,N,WD ,13100,1.0,3.0,733.0
184,60,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,7,4,4.0,GLQ,884.0,Ex,1768,1.0,0.0,4,8,543.0,Y,WD ,224900,2.5,5.5,2652.0
185,20,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,7,4,4.0,Unf,1257.0,Ex,1266,0.0,0.0,4,6,453.0,Y,WD ,176000,2.0,5.0,2523.0
186,50,RL,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,8,4,4.0,GLQ,1683.0,Ex,2872,0.0,0.0,4,9,541.0,Y,WD ,285000,2.5,6.5,4555.0
187,20,RL,Lvl,AllPub,CulDSac,Gtl,Somerst,RRA,1Fam,8,4,4.0,GLQ,1485.0,Ex,1464,1.0,0.0,4,6,754.0,Y,WD ,282922,2.0,5.0,2949.0
188,60,RL,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,7,3,3.0,Rec,924.0,Ex,2157,0.0,0.0,4,8,487.0,Y,WD ,226000,2.5,6.5,3081.0
189,60,RL,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,1Fam,8,5,5.0,Unf,1234.0,Ex,2576,0.0,0.0,5,10,666.0,Y,New,361919,2.5,6.5,3810.0
190,60,RL,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,1Fam,9,4,5.0,GLQ,1398.0,Ex,2798,1.0,0.0,5,11,670.0,Y,New,457347,3.5,6.5,4196.0
191,20,RL,Low,AllPub,Inside,Sev,ClearCr,Norm,1Fam,8,4,4.0,LwQ,966.0,Ex,1743,2.0,0.0,4,5,529.0,Y,WD ,279000,0.5,0.5,2709.0
192,20,RL,Lvl,AllPub,Inside,Mod,Mitchel,Norm,1Fam,6,3,3.0,ALQ,1567.0,TA,1567,1.0,0.0,4,5,714.0,Y,WD ,196000,2.0,4.0,3134.0
193,20,RL,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,7,3,4.0,Unf,1090.0,TA,1370,0.0,0.0,3,6,479.0,Y,WD ,152000,2.0,5.0,2460.0
194,90,RL,Lvl,AllPub,Inside,Gtl,NAmes,Street,Duplex,5,3,3.0,LwQ,1248.0,TA,2634,1.0,1.0,3,12,968.0,Y,WD ,200000,3.0,9.0,3882.0
195,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,8,4,5.0,GLQ,1570.0,Ex,1590,1.0,0.0,5,6,754.0,Y,New,294900,2.5,4.5,3160.0
196,20,RL,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,7,4,4.0,Unf,1450.0,Ex,1450,0.0,0.0,4,6,788.0,Y,New,224243,2.0,4.0,2900.0
197,50,RL,Bnk,AllPub,Corner,Gtl,Edwards,Street,1Fam,6,3,2.0,Unf,832.0,TA,1338,0.0,0.0,3,7,528.0,N,WD ,92000,2.0,5.0,2170.0
198,60,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,7,4,4.0,Unf,728.0,Ex,1456,0.0,0.0,4,8,400.0,Y,New,179540,2.5,5.5,2184.0
199,20,RL,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,10,5,5.0,GLQ,2392.0,Ex,2392,0.0,0.0,5,8,968.0,Y,WD ,386250,2.0,5.0,4784.0
200,180,RM,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Twnhs,4,3,4.0,GLQ,530.0,TA,992,1.0,0.0,3,4,297.0,Y,WD ,106500,1.0,3.0,1522.0
201,60,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,10,5,5.0,GLQ,1017.0,Ex,2007,1.0,0.0,5,10,812.0,Y,WD ,310000,2.5,5.5,3024.0
202,60,RL,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,7,4,4.0,Unf,1066.0,Ex,2385,0.0,0.0,4,8,600.0,Y,WD ,252000,2.5,6.5,3451.0
203,75,RL,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,7,3,3.0,Rec,918.0,Gd,1646,0.0,0.0,3,7,240.0,Y,WD ,164000,2.0,6.0,2564.0
204,60,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,7,4,4.0,Unf,728.0,Ex,1456,0.0,0.0,4,7,400.0,Y,New,177594,2.5,5.5,2184.0
205,50,RM,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,5,3,3.0,Rec,528.0,Gd,1040,0.0,0.0,3,5,624.0,P,WD ,123900,1.0,3.0,1568.0
206,70,RL,Lvl,AllPub,Inside,Gtl,Crawfor,Street,1Fam,6,3,4.0,BLQ,1370.0,TA,2624,1.0,0.0,3,10,864.0,N,WD ,239000,2.5,6.5,3994.0
207,20,RL,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,1Fam,5,3,3.0,Rec,1068.0,TA,1264,1.0,0.0,3,7,528.0,Y,WD ,169000,1.0,3.0,2332.0
208,120,RL,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,7,4,4.0,Unf,1374.0,Ex,1557,0.0,0.0,4,7,420.0,Y,WD ,234000,2.0,4.0,2931.0
209,85,RL,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,1Fam,6,3,4.0,GLQ,957.0,TA,1287,1.0,0.0,3,5,541.0,Y,WD ,173000,1.5,3.5,2244.0
210,20,RL,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,1Fam,6,3,3.0,ALQ,1004.0,Ex,1004,1.0,0.0,3,5,480.0,Y,WD ,149000,1.0,3.0,2008.0
211,20,RL,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,1Fam,7,4,4.0,Unf,1162.0,Ex,1162,0.0,0.0,4,6,483.0,Y,WD ,170000,2.0,5.0,2324.0
212,20,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,7,4,5.0,Unf,1436.0,Ex,1436,0.0,0.0,4,6,529.0,Y,New,225000,2.0,5.0,2872.0
213,20,RL,Lvl,AllPub,Inside,Gtl,Sawyer,Street,1Fam,5,3,3.0,GLQ,960.0,Ex,960,1.0,0.0,4,6,300.0,Y,WD ,144900,1.0,4.0,1920.0
214,20,RL,Low,AllPub,CulDSac,Gtl,Edwards,Norm,1Fam,5,3,4.0,ALQ,1196.0,TA,1196,1.0,0.0,3,6,336.0,Y,WD ,144000,1.0,4.0,2392.0
215,120,RL,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,8,4,4.0,GLQ,1256.0,Ex,1269,0.0,0.0,4,6,430.0,Y,WD ,192000,2.0,4.0,2525.0
216,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,4,3.0,GLQ,1031.0,Gd,1031,1.0,0.0,4,5,230.0,Y,WD ,145500,1.0,3.0,2062.0
217,50,RL,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,4,3,2.0,Unf,448.0,Ex,720,0.0,0.0,2,5,280.0,Y,WD ,86900,1.0,2.0,1168.0
218,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Street,1Fam,6,3,3.0,BLQ,1505.0,Ex,1505,1.0,0.0,3,6,505.0,Y,WD ,149500,1.0,3.0,3010.0
219,30,RL,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,5,3,2.0,Unf,920.0,Ex,954,0.0,0.0,2,5,240.0,Y,WD ,119750,1.0,3.0,1874.0
220,60,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,6,3,4.0,Unf,750.0,Ex,1500,0.0,0.0,4,6,564.0,Y,New,173900,2.5,5.5,2250.0
221,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,5,3,3.0,Rec,1050.0,TA,1050,1.0,0.0,3,6,368.0,Y,COD,136500,1.0,4.0,2100.0
222,160,RL,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,1Fam,8,4,4.0,Unf,2062.0,Ex,2687,0.0,0.0,4,9,618.0,Y,WD ,270000,2.5,6.5,4749.0
223,20,RL,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,1Fam,6,3,4.0,BLQ,1602.0,Gd,1252,1.0,0.0,3,4,564.0,Y,WD ,235000,1.0,2.0,2854.0
224,80,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,7,3,4.0,Unf,384.0,Ex,1430,0.0,0.0,3,7,400.0,Y,WD ,156000,2.5,5.5,1814.0
225,20,RL,Lvl,AllPub,Inside,Gtl,SawyerW,RRA,1Fam,5,3,4.0,GLQ,1114.0,Ex,1114,1.0,0.0,4,6,576.0,Y,WD ,153000,2.0,5.0,2228.0
226,120,RM,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,TwnhsE,6,3,5.0,GLQ,1224.0,Ex,1224,1.0,0.0,3,5,402.0,Y,WD ,165000,2.0,4.0,2448.0
227,60,RL,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,1Fam,9,4,4.0,Unf,1122.0,Ex,2504,0.0,0.0,5,11,656.0,Y,WD ,325000,2.5,6.5,3626.0
228,190,RL,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,2fmCon,5,3,3.0,LwQ,728.0,Ex,1355,0.0,0.0,3,5,528.0,Y,WD ,140000,2.0,5.0,2083.0
229,80,RM,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,1Fam,6,3,3.0,BLQ,741.0,Fa,2294,0.0,0.0,3,9,658.0,Y,WD ,202500,3.0,8.0,3035.0
230,120,RL,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,TwnhsE,9,5,5.0,GLQ,1702.0,Ex,1702,1.0,0.0,5,7,1052.0,Y,New,367294,1.5,2.5,3404.0
231,80,RL,Lvl,AllPub,Inside,Gtl,Timber,Norm,1Fam,6,4,4.0,GLQ,1461.0,Ex,1509,1.0,0.0,4,5,600.0,Y,WD ,175000,2.0,5.0,2970.0
232,70,RL,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,1Fam,7,3,3.0,ALQ,756.0,Gd,1717,1.0,0.0,4,7,642.0,Y,WD ,140000,1.0,4.0,2473.0
233,20,RL,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,1Fam,7,3,4.0,ALQ,1265.0,Gd,1240,0.0,1.0,4,6,528.0,Y,WD ,174000,2.0,5.0,2505.0
234,80,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,7,4,4.0,GLQ,856.0,Ex,1166,1.0,0.0,4,5,400.0,Y,WD ,190000,2.0,4.0,2022.0
235,70,RM,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,5,4,3.0,Unf,504.0,Ex,1464,0.0,0.0,3,7,0.0,N,WD ,129000,2.0,5.0,1968.0
236,20,RL,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,6,3,3.0,ALQ,1592.0,Gd,1652,1.0,0.0,4,6,510.0,Y,WD ,200000,1.5,4.5,3244.0
237,60,RL,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,6,3,4.0,Rec,896.0,TA,2142,0.0,0.0,4,8,509.0,Y,WD ,193500,2.5,6.5,3038.0
238,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,6,3,4.0,Rec,1092.0,Ex,1092,1.0,0.0,3,6,504.0,Y,WD ,145000,1.0,4.0,2184.0
239,50,RL,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,7,4,3.0,ALQ,1022.0,Ex,1671,0.0,0.0,3,7,451.0,Y,WD ,218000,2.0,6.0,2693.0
240,20,RL,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,5,3,0.0,Na,0.0,Gd,1488,0.0,0.0,3,7,569.0,Y,WD ,135000,1.0,4.0,1488.0
241,20,RL,Lvl,AllPub,Corner,Gtl,NAmes,Street,1Fam,5,3,3.0,LwQ,1444.0,Ex,1624,1.0,0.0,3,6,240.0,Y,WD ,146500,1.0,3.0,3068.0
242,120,RL,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,TwnhsE,6,4,4.0,ALQ,1362.0,Ex,1362,0.0,0.0,4,6,460.0,Y,WD ,194700,2.0,4.0,2724.0
243,20,FV,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,7,4,4.0,GLQ,1218.0,Ex,1218,1.0,0.0,4,6,462.0,Y,New,230348,2.0,4.0,2436.0
244,30,RM,Lvl,AllPub,Inside,Gtl,OldTown,Street,1Fam,6,3,2.0,ALQ,1124.0,TA,1068,1.0,0.0,3,5,288.0,Y,WD ,109500,1.0,3.0,2192.0
245,20,RL,Lvl,AllPub,Inside,Mod,Mitchel,Norm,1Fam,6,3,4.0,GLQ,1625.0,TA,1625,0.0,1.0,2,6,576.0,Y,WD ,242500,2.0,5.0,3250.0
246,160,RL,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,TwnhsE,7,4,4.0,GLQ,1064.0,Gd,1767,1.0,0.0,4,5,504.0,Y,WD ,239000,2.0,4.0,2831.0
247,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,6,3,3.0,ALQ,1050.0,Ex,1050,1.0,0.0,4,6,286.0,Y,WD ,156000,1.0,4.0,2100.0
248,20,RL,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,4,3,3.0,Rec,907.0,Ex,907,0.0,0.0,3,5,352.0,Y,WD ,109008,1.0,4.0,1814.0
249,50,RM,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,1Fam,2,3,0.0,Na,0.0,Ex,845,0.0,0.0,3,4,256.0,N,WD ,68104,1.0,2.0,845.0
250,60,RL,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,1Fam,8,4,4.0,Unf,1242.0,Ex,2501,0.0,0.0,4,9,751.0,Y,WD ,290000,2.5,6.5,3743.0
251,20,RL,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,5,3,4.0,BLQ,1209.0,Gd,1209,1.0,0.0,3,6,504.0,Y,ConLD,159000,1.0,4.0,2418.0
252,70,RL,Bnk,AllPub,Inside,Mod,BrkSide,RRA,1Fam,4,3,3.0,Rec,348.0,TA,906,0.0,0.0,3,5,231.0,Y,WD ,87000,1.0,3.0,1254.0
253,20,RL,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,8,4,4.0,GLQ,1581.0,Ex,1601,1.0,0.0,4,6,670.0,Y,WD ,272000,2.0,5.0,3182.0
254,20,RL,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,1Fam,7,4,4.0,GLQ,1336.0,Ex,1336,1.0,0.0,4,6,502.0,Y,New,198000,2.0,5.0,2672.0
255,50,RM,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,4,3,3.0,Unf,801.0,Gd,1656,0.0,0.0,3,8,440.0,Y,WD ,119164,2.0,4.0,2457.0
256,20,RL,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,5,3,0.0,Na,0.0,Gd,1124,0.0,0.0,3,5,0.0,N,WD ,93000,1.0,4.0,1124.0
257,60,RL,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,7,4,4.0,GLQ,982.0,Ex,1892,0.0,0.0,3,8,431.0,Y,WD ,226750,2.5,5.5,2874.0
258,190,RL,Bnk,AllPub,Corner,Mod,OldTown,Street,2fmCon,3,3,2.0,BLQ,978.0,TA,1699,1.0,0.0,3,7,420.0,Y,WD ,95000,2.0,5.0,2677.0
259,50,RM,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,6,3,3.0,Rec,780.0,TA,1416,0.0,0.0,3,6,312.0,P,WD ,139900,1.5,4.5,2196.0
260,30,RL,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,3,3,3.0,Unf,728.0,Ex,1306,0.0,0.0,2,6,0.0,Y,WD ,76500,1.0,4.0,2034.0
261,30,RL,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,4,4,3.0,Unf,672.0,Gd,672,0.0,0.0,3,4,308.0,N,WD ,86900,1.0,3.0,1344.0
262,20,RL,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,1Fam,5,3,3.0,ALQ,1113.0,Ex,1160,1.0,0.0,4,6,257.0,Y,WD ,152500,1.0,4.0,2273.0
263,20,RL,Bnk,AllPub,Inside,Mod,Edwards,Norm,1Fam,4,3,4.0,Rec,911.0,TA,930,0.0,0.0,3,5,286.0,Y,WD ,99000,1.0,3.0,1841.0
